"time","state","region","num","vol","cat","pop","pden","vote","div"
2017-08-11,"AK","West",0,0,"N",738432,1,58.4,61
2017-08-11,"AL","South",0,0,"N",4858979,95,64.4,50
2017-08-11,"AR","South",0,0,"N",2978204,57,64.3,46
2017-08-11,"AZ","West",0,0,"N",6828065,60,51.9,65
2017-08-11,"CA","West",0,0,"N",39144818,251,33.9,79
2017-08-11,"CO","West",0,0,"N",5456574,52,47.3,52
2017-08-11,"CT","Northeast",0,0,"N",3590886,741,42.9,56
2017-08-11,"DC","South",0,0,"N",672228,11000,4.3,69
2017-08-11,"DE","South",0,0,"N",945934,485,44,56
2017-08-11,"FL","South",0,0,"N",20271272,378,50.6,62
2017-08-11,"GA","South",0,0,"N",10214860,177,52.7,62
2017-08-11,"HI","West",0,0,"N",1431603,222,32.6,83
2017-08-11,"IA","Midwest",0,0,"N",3123899,55,55.1,27
2017-08-11,"ID","West",0,0,"N",1654930,20,68.3,34
2017-08-11,"IL","Midwest",0,0,"N",12859995,231,41,61
2017-08-11,"IN","Midwest",0,0,"N",6619680,184,60.1,37
2017-08-11,"KS","Midwest",0,0,"N",2911641,36,61.1,43
2017-08-11,"KY","South",0,0,"N",4425092,112,65.7,28
2017-08-11,"LA","South",0,0,"N",4670724,108,60.2,55
2017-08-11,"MA","Northeast",0,0,"N",6794422,871,35.3,49
2017-08-11,"MD","South",0,0,"N",6006401,618,36,66
2017-08-11,"ME","Northeast",0,0,"N",1329328,43,48.4,13
2017-08-11,"MI","Midwest",0,0,"N",9922576,175,50.1,42
2017-08-11,"MN","Midwest",0,0,"N",5489594,68,49.2,36
2017-08-11,"MO","Midwest",0,0,"N",6083672,88,59.8,36
2017-08-11,"MS","South",0,0,"N",2992333,63,59.1,54
2017-08-11,"MT","West",0,0,"N",1032949,7,61.1,26
2017-08-11,"NC","South",0,0,"N",8382993,212,51.9,56
2017-08-11,"ND","Midwest",0,0,"N",756927,10,69.8,27
2017-08-11,"NE","Midwest",0,0,"N",1896190,24,63.5,36
2017-08-11,"NH","Northeast",0,0,"N",1330608,148,49.8,18
2017-08-11,"NJ","Northeast",0,0,"N",8958013,1218,42.7,67
2017-08-11,"NM","West",0,0,"N",2085109,17,45.3,73
2017-08-11,"NV","West",0,0,"N",2890845,26,48.7,72
2017-08-11,"NY","Northeast",0,0,"N",19795791,420,38.2,70
2017-08-11,"OH","Midwest",0,0,"N",11613423,284,54.3,36
2017-08-11,"OK","South",0,0,"N",3911338,57,69.3,56
2017-08-11,"OR","West",0,0,"N",4028977,41,43.8,43
2017-08-11,"PA","Northeast",0,0,"N",12802503,286,50.4,41
2017-08-11,"RI","Northeast",0,0,"N",1056298,1021,41.7,51
2017-08-11,"SC","South",0,0,"N",4896146,162,57.5,53
2017-08-11,"SD","Midwest",0,0,"N",858469,11,66,33
2017-08-11,"TN","South",0,0,"N",6600299,160,63.6,43
2017-08-11,"TX","South",0,0,"N",27469114,105,54.7,70
2017-08-11,"UT","West",0,0,"N",2995919,36,62.4,42
2017-08-11,"VA","South",1,20,"S",10042802,206,47.2,58
2017-08-11,"VT","Northeast",0,0,"N",626042,67,34.8,13
2017-08-11,"WA","West",0,0,"N",7170351,107,41.2,53
2017-08-11,"WI","Midwest",0,0,"N",5771337,106,50.4,35
2017-08-11,"WV","South",0,0,"N",1844128,76,72.2,15
2017-08-11,"WY","West",0,0,"N",586107,6,75.7,31
2017-08-12,"AK","West",0,0,"N",738432,1,58.4,61
2017-08-12,"AL","South",0,0,"N",4858979,95,64.4,50
2017-08-12,"AR","South",0,0,"N",2978204,57,64.3,46
2017-08-12,"AZ","West",1,16,"S",6828065,60,51.9,65
2017-08-12,"CA","West",7,1040,"L",39144818,251,33.9,79
2017-08-12,"CO","West",0,0,"N",5456574,52,47.3,52
2017-08-12,"CT","Northeast",0,0,"N",3590886,741,42.9,56
2017-08-12,"DC","South",0,0,"N",672228,11000,4.3,69
2017-08-12,"DE","South",0,0,"N",945934,485,44,56
2017-08-12,"FL","South",1,30,"S",20271272,378,50.6,62
2017-08-12,"GA","South",1,1000,"L",10214860,177,52.7,62
2017-08-12,"HI","West",0,0,"N",1431603,222,32.6,83
2017-08-12,"IA","Midwest",0,0,"N",3123899,55,55.1,27
2017-08-12,"ID","West",0,0,"N",1654930,20,68.3,34
2017-08-12,"IL","Midwest",0,0,"N",12859995,231,41,61
2017-08-12,"IN","Midwest",0,0,"N",6619680,184,60.1,37
2017-08-12,"KS","Midwest",0,0,"N",2911641,36,61.1,43
2017-08-12,"KY","South",0,0,"N",4425092,112,65.7,28
2017-08-12,"LA","South",1,10,"S",4670724,108,60.2,55
2017-08-12,"MA","Northeast",1,300,"L",6794422,871,35.3,49
2017-08-12,"MD","South",1,40,"S",6006401,618,36,66
2017-08-12,"ME","Northeast",1,50,"S",1329328,43,48.4,13
2017-08-12,"MI","Midwest",1,10,"S",9922576,175,50.1,42
2017-08-12,"MN","Midwest",2,35,"S",5489594,68,49.2,36
2017-08-12,"MO","Midwest",2,70,"S",6083672,88,59.8,36
2017-08-12,"MS","South",0,0,"N",2992333,63,59.1,54
2017-08-12,"MT","West",0,0,"N",1032949,7,61.1,26
2017-08-12,"NC","South",0,0,"N",8382993,212,51.9,56
2017-08-12,"ND","Midwest",0,0,"N",756927,10,69.8,27
2017-08-12,"NE","Midwest",0,0,"N",1896190,24,63.5,36
2017-08-12,"NH","Northeast",0,0,"N",1330608,148,49.8,18
2017-08-12,"NJ","Northeast",1,100,"S",8958013,1218,42.7,67
2017-08-12,"NM","West",0,0,"N",2085109,17,45.3,73
2017-08-12,"NV","West",0,0,"N",2890845,26,48.7,72
2017-08-12,"NY","Northeast",2,150,"L",19795791,420,38.2,70
2017-08-12,"OH","Midwest",0,0,"N",11613423,284,54.3,36
2017-08-12,"OK","South",0,0,"N",3911338,57,69.3,56
2017-08-12,"OR","West",2,42,"S",4028977,41,43.8,43
2017-08-12,"PA","Northeast",0,0,"N",12802503,286,50.4,41
2017-08-12,"RI","Northeast",0,0,"N",1056298,1021,41.7,51
2017-08-12,"SC","South",1,10,"S",4896146,162,57.5,53
2017-08-12,"SD","Midwest",0,0,"N",858469,11,66,33
2017-08-12,"TN","South",2,110,"S",6600299,160,63.6,43
2017-08-12,"TX","South",1,10,"S",27469114,105,54.7,70
2017-08-12,"UT","West",0,0,"N",2995919,36,62.4,42
2017-08-12,"VA","South",1,1000,"L",10042802,206,47.2,58
2017-08-12,"VT","Northeast",0,0,"N",626042,67,34.8,13
2017-08-12,"WA","West",0,0,"N",7170351,107,41.2,53
2017-08-12,"WI","Midwest",0,0,"N",5771337,106,50.4,35
2017-08-12,"WV","South",0,0,"N",1844128,76,72.2,15
2017-08-12,"WY","West",0,0,"N",586107,6,75.7,31
2017-08-13,"AK","West",0,0,"N",738432,1,58.4,61
2017-08-13,"AL","South",3,300,"L",4858979,95,64.4,50
2017-08-13,"AR","South",1,200,"L",2978204,57,64.3,46
2017-08-13,"AZ","West",3,2175,"L",6828065,60,51.9,65
2017-08-13,"CA","West",17,2134,"L",39144818,251,33.9,79
2017-08-13,"CO","West",4,1155,"L",5456574,52,47.3,52
2017-08-13,"CT","Northeast",7,1050,"L",3590886,741,42.9,56
2017-08-13,"DC","South",1,1000,"L",672228,11000,4.3,69
2017-08-13,"DE","South",1,100,"S",945934,485,44,56
2017-08-13,"FL","South",5,560,"L",20271272,378,50.6,62
2017-08-13,"GA","South",1,100,"S",10214860,177,52.7,62
2017-08-13,"HI","West",1,50,"S",1431603,222,32.6,83
2017-08-13,"IA","Midwest",0,0,"N",3123899,55,55.1,27
2017-08-13,"ID","West",1,100,"S",1654930,20,68.3,34
2017-08-13,"IL","Midwest",4,645,"L",12859995,231,41,61
2017-08-13,"IN","Midwest",5,975,"L",6619680,184,60.1,37
2017-08-13,"KS","Midwest",2,500,"L",2911641,36,61.1,43
2017-08-13,"KY","South",2,1600,"L",4425092,112,65.7,28
2017-08-13,"LA","South",2,135,"S",4670724,108,60.2,55
2017-08-13,"MA","Northeast",5,575,"L",6794422,871,35.3,49
2017-08-13,"MD","South",4,1400,"L",6006401,618,36,66
2017-08-13,"ME","Northeast",4,295,"L",1329328,43,48.4,13
2017-08-13,"MI","Midwest",9,1135,"L",9922576,175,50.1,42
2017-08-13,"MN","Midwest",2,200,"L",5489594,68,49.2,36
2017-08-13,"MO","Midwest",2,250,"L",6083672,88,59.8,36
2017-08-13,"MS","South",0,0,"N",2992333,63,59.1,54
2017-08-13,"MT","West",1,225,"L",1032949,7,61.1,26
2017-08-13,"NC","South",11,2705,"L",8382993,212,51.9,56
2017-08-13,"ND","Midwest",0,0,"N",756927,10,69.8,27
2017-08-13,"NE","Midwest",1,20,"S",1896190,24,63.5,36
2017-08-13,"NH","Northeast",1,60,"S",1330608,148,49.8,18
2017-08-13,"NJ","Northeast",7,1350,"L",8958013,1218,42.7,67
2017-08-13,"NM","West",2,250,"L",2085109,17,45.3,73
2017-08-13,"NV","West",0,0,"N",2890845,26,48.7,72
2017-08-13,"NY","Northeast",9,1795,"L",19795791,420,38.2,70
2017-08-13,"OH","Midwest",5,950,"L",11613423,284,54.3,36
2017-08-13,"OK","South",2,130,"S",3911338,57,69.3,56
2017-08-13,"OR","West",2,200,"L",4028977,41,43.8,43
2017-08-13,"PA","Northeast",5,990,"L",12802503,286,50.4,41
2017-08-13,"RI","Northeast",1,100,"S",1056298,1021,41.7,51
2017-08-13,"SC","South",2,250,"L",4896146,162,57.5,53
2017-08-13,"SD","Midwest",0,0,"N",858469,11,66,33
2017-08-13,"TN","South",3,160,"L",6600299,160,63.6,43
2017-08-13,"TX","South",3,160,"L",27469114,105,54.7,70
2017-08-13,"UT","West",0,0,"N",2995919,36,62.4,42
2017-08-13,"VA","South",7,910,"L",10042802,206,47.2,58
2017-08-13,"VT","Northeast",0,0,"N",626042,67,34.8,13
2017-08-13,"WA","West",2,110,"S",7170351,107,41.2,53
2017-08-13,"WI","Midwest",3,400,"L",5771337,106,50.4,35
2017-08-13,"WV","South",1,200,"L",1844128,76,72.2,15
2017-08-13,"WY","West",0,0,"N",586107,6,75.7,31
2017-08-14,"AK","West",0,0,"N",738432,1,58.4,61
2017-08-14,"AL","South",0,0,"N",4858979,95,64.4,50
2017-08-14,"AR","South",0,0,"N",2978204,57,64.3,46
2017-08-14,"AZ","West",0,0,"N",6828065,60,51.9,65
2017-08-14,"CA","West",1,15,"S",39144818,251,33.9,79
2017-08-14,"CO","West",0,0,"N",5456574,52,47.3,52
2017-08-14,"CT","Northeast",0,0,"N",3590886,741,42.9,56
2017-08-14,"DC","South",1,100,"S",672228,11000,4.3,69
2017-08-14,"DE","South",0,0,"N",945934,485,44,56
2017-08-14,"FL","South",0,0,"N",20271272,378,50.6,62
2017-08-14,"GA","South",1,800,"L",10214860,177,52.7,62
2017-08-14,"HI","West",0,0,"N",1431603,222,32.6,83
2017-08-14,"IA","Midwest",1,300,"L",3123899,55,55.1,27
2017-08-14,"ID","West",0,0,"N",1654930,20,68.3,34
2017-08-14,"IL","Midwest",1,200,"L",12859995,231,41,61
2017-08-14,"IN","Midwest",1,100,"S",6619680,184,60.1,37
2017-08-14,"KS","Midwest",0,0,"N",2911641,36,61.1,43
2017-08-14,"KY","South",1,10,"S",4425092,112,65.7,28
2017-08-14,"LA","South",0,0,"N",4670724,108,60.2,55
2017-08-14,"MA","Northeast",4,255,"L",6794422,871,35.3,49
2017-08-14,"MD","South",0,0,"N",6006401,618,36,66
2017-08-14,"ME","Northeast",1,150,"L",1329328,43,48.4,13
2017-08-14,"MI","Midwest",0,0,"N",9922576,175,50.1,42
2017-08-14,"MN","Midwest",2,150,"L",5489594,68,49.2,36
2017-08-14,"MO","Midwest",0,0,"N",6083672,88,59.8,36
2017-08-14,"MS","South",0,0,"N",2992333,63,59.1,54
2017-08-14,"MT","West",0,0,"N",1032949,7,61.1,26
2017-08-14,"NC","South",1,2,"S",8382993,212,51.9,56
2017-08-14,"ND","Midwest",0,0,"N",756927,10,69.8,27
2017-08-14,"NE","Midwest",0,0,"N",1896190,24,63.5,36
2017-08-14,"NH","Northeast",1,50,"S",1330608,148,49.8,18
2017-08-14,"NJ","Northeast",0,0,"N",8958013,1218,42.7,67
2017-08-14,"NM","West",1,100,"S",2085109,17,45.3,73
2017-08-14,"NV","West",0,0,"N",2890845,26,48.7,72
2017-08-14,"NY","Northeast",6,1305,"L",19795791,420,38.2,70
2017-08-14,"OH","Midwest",1,100,"S",11613423,284,54.3,36
2017-08-14,"OK","South",0,0,"N",3911338,57,69.3,56
2017-08-14,"OR","West",1,7,"S",4028977,41,43.8,43
2017-08-14,"PA","Northeast",1,100,"S",12802503,286,50.4,41
2017-08-14,"RI","Northeast",0,0,"N",1056298,1021,41.7,51
2017-08-14,"SC","South",2,350,"L",4896146,162,57.5,53
2017-08-14,"SD","Midwest",0,0,"N",858469,11,66,33
2017-08-14,"TN","South",0,0,"N",6600299,160,63.6,43
2017-08-14,"TX","South",0,0,"N",27469114,105,54.7,70
2017-08-14,"UT","West",1,1000,"L",2995919,36,62.4,42
2017-08-14,"VA","South",0,0,"N",10042802,206,47.2,58
2017-08-14,"VT","Northeast",1,200,"L",626042,67,34.8,13
2017-08-14,"WA","West",0,0,"N",7170351,107,41.2,53
2017-08-14,"WI","Midwest",0,0,"N",5771337,106,50.4,35
2017-08-14,"WV","South",0,0,"N",1844128,76,72.2,15
2017-08-14,"WY","West",0,0,"N",586107,6,75.7,31
2017-08-15,"AK","West",0,0,"N",738432,1,58.4,61
2017-08-15,"AL","South",0,0,"N",4858979,95,64.4,50
2017-08-15,"AR","South",0,0,"N",2978204,57,64.3,46
2017-08-15,"AZ","West",0,0,"N",6828065,60,51.9,65
2017-08-15,"CA","West",0,0,"N",39144818,251,33.9,79
2017-08-15,"CO","West",0,0,"N",5456574,52,47.3,52
2017-08-15,"CT","Northeast",0,0,"N",3590886,741,42.9,56
2017-08-15,"DC","South",0,0,"N",672228,11000,4.3,69
2017-08-15,"DE","South",0,0,"N",945934,485,44,56
2017-08-15,"FL","South",1,100,"S",20271272,378,50.6,62
2017-08-15,"GA","South",1,0,"S",10214860,177,52.7,62
2017-08-15,"HI","West",0,0,"N",1431603,222,32.6,83
2017-08-15,"IA","Midwest",0,0,"N",3123899,55,55.1,27
2017-08-15,"ID","West",0,0,"N",1654930,20,68.3,34
2017-08-15,"IL","Midwest",0,0,"N",12859995,231,41,61
2017-08-15,"IN","Midwest",0,0,"N",6619680,184,60.1,37
2017-08-15,"KS","Midwest",0,0,"N",2911641,36,61.1,43
2017-08-15,"KY","South",0,0,"N",4425092,112,65.7,28
2017-08-15,"LA","South",0,0,"N",4670724,108,60.2,55
2017-08-15,"MA","Northeast",1,200,"L",6794422,871,35.3,49
2017-08-15,"MD","South",0,0,"N",6006401,618,36,66
2017-08-15,"ME","Northeast",0,0,"N",1329328,43,48.4,13
2017-08-15,"MI","Midwest",0,0,"N",9922576,175,50.1,42
2017-08-15,"MN","Midwest",0,0,"N",5489594,68,49.2,36
2017-08-15,"MO","Midwest",0,0,"N",6083672,88,59.8,36
2017-08-15,"MS","South",0,0,"N",2992333,63,59.1,54
2017-08-15,"MT","West",0,0,"N",1032949,7,61.1,26
2017-08-15,"NC","South",0,0,"N",8382993,212,51.9,56
2017-08-15,"ND","Midwest",0,0,"N",756927,10,69.8,27
2017-08-15,"NE","Midwest",0,0,"N",1896190,24,63.5,36
2017-08-15,"NH","Northeast",0,0,"N",1330608,148,49.8,18
2017-08-15,"NJ","Northeast",2,250,"L",8958013,1218,42.7,67
2017-08-15,"NM","West",0,0,"N",2085109,17,45.3,73
2017-08-15,"NV","West",0,0,"N",2890845,26,48.7,72
2017-08-15,"NY","Northeast",0,0,"N",19795791,420,38.2,70
2017-08-15,"OH","Midwest",0,0,"N",11613423,284,54.3,36
2017-08-15,"OK","South",0,0,"N",3911338,57,69.3,56
2017-08-15,"OR","West",1,0,"S",4028977,41,43.8,43
2017-08-15,"PA","Northeast",0,0,"N",12802503,286,50.4,41
2017-08-15,"RI","Northeast",0,0,"N",1056298,1021,41.7,51
2017-08-15,"SC","South",1,100,"S",4896146,162,57.5,53
2017-08-15,"SD","Midwest",0,0,"N",858469,11,66,33
2017-08-15,"TN","South",0,0,"N",6600299,160,63.6,43
2017-08-15,"TX","South",0,0,"N",27469114,105,54.7,70
2017-08-15,"UT","West",0,0,"N",2995919,36,62.4,42
2017-08-15,"VA","South",0,0,"N",10042802,206,47.2,58
2017-08-15,"VT","Northeast",0,0,"N",626042,67,34.8,13
2017-08-15,"WA","West",0,0,"N",7170351,107,41.2,53
2017-08-15,"WI","Midwest",1,100,"S",5771337,106,50.4,35
2017-08-15,"WV","South",0,0,"N",1844128,76,72.2,15
2017-08-15,"WY","West",0,0,"N",586107,6,75.7,31
2017-08-16,"AK","West",0,0,"N",738432,1,58.4,61
2017-08-16,"AL","South",0,0,"N",4858979,95,64.4,50
2017-08-16,"AR","South",0,0,"N",2978204,57,64.3,46
2017-08-16,"AZ","West",0,0,"N",6828065,60,51.9,65
2017-08-16,"CA","West",3,143,"S",39144818,251,33.9,79
2017-08-16,"CO","West",0,0,"N",5456574,52,47.3,52
2017-08-16,"CT","Northeast",0,0,"N",3590886,741,42.9,56
2017-08-16,"DC","South",1,30,"S",672228,11000,4.3,69
2017-08-16,"DE","South",0,0,"N",945934,485,44,56
2017-08-16,"FL","South",0,0,"N",20271272,378,50.6,62
2017-08-16,"GA","South",0,0,"N",10214860,177,52.7,62
2017-08-16,"HI","West",0,0,"N",1431603,222,32.6,83
2017-08-16,"IA","Midwest",0,0,"N",3123899,55,55.1,27
2017-08-16,"ID","West",0,0,"N",1654930,20,68.3,34
2017-08-16,"IL","Midwest",0,0,"N",12859995,231,41,61
2017-08-16,"IN","Midwest",0,0,"N",6619680,184,60.1,37
2017-08-16,"KS","Midwest",0,0,"N",2911641,36,61.1,43
2017-08-16,"KY","South",0,0,"N",4425092,112,65.7,28
2017-08-16,"LA","South",0,0,"N",4670724,108,60.2,55
2017-08-16,"MA","Northeast",2,600,"L",6794422,871,35.3,49
2017-08-16,"MD","South",0,0,"N",6006401,618,36,66
2017-08-16,"ME","Northeast",0,0,"N",1329328,43,48.4,13
2017-08-16,"MI","Midwest",1,200,"L",9922576,175,50.1,42
2017-08-16,"MN","Midwest",0,0,"N",5489594,68,49.2,36
2017-08-16,"MO","Midwest",0,0,"N",6083672,88,59.8,36
2017-08-16,"MS","South",1,100,"S",2992333,63,59.1,54
2017-08-16,"MT","West",0,0,"N",1032949,7,61.1,26
2017-08-16,"NC","South",0,0,"N",8382993,212,51.9,56
2017-08-16,"ND","Midwest",0,0,"N",756927,10,69.8,27
2017-08-16,"NE","Midwest",0,0,"N",1896190,24,63.5,36
2017-08-16,"NH","Northeast",0,0,"N",1330608,148,49.8,18
2017-08-16,"NJ","Northeast",0,0,"N",8958013,1218,42.7,67
2017-08-16,"NM","West",0,0,"N",2085109,17,45.3,73
2017-08-16,"NV","West",0,0,"N",2890845,26,48.7,72
2017-08-16,"NY","Northeast",0,0,"N",19795791,420,38.2,70
2017-08-16,"OH","Midwest",1,20,"S",11613423,284,54.3,36
2017-08-16,"OK","South",0,0,"N",3911338,57,69.3,56
2017-08-16,"OR","West",0,0,"N",4028977,41,43.8,43
2017-08-16,"PA","Northeast",1,2000,"L",12802503,286,50.4,41
2017-08-16,"RI","Northeast",0,0,"N",1056298,1021,41.7,51
2017-08-16,"SC","South",0,0,"N",4896146,162,57.5,53
2017-08-16,"SD","Midwest",0,0,"N",858469,11,66,33
2017-08-16,"TN","South",0,0,"N",6600299,160,63.6,43
2017-08-16,"TX","South",0,0,"N",27469114,105,54.7,70
2017-08-16,"UT","West",0,0,"N",2995919,36,62.4,42
2017-08-16,"VA","South",1,1000,"L",10042802,206,47.2,58
2017-08-16,"VT","Northeast",0,0,"N",626042,67,34.8,13
2017-08-16,"WA","West",2,56,"S",7170351,107,41.2,53
2017-08-16,"WI","Midwest",0,0,"N",5771337,106,50.4,35
2017-08-16,"WV","South",0,0,"N",1844128,76,72.2,15
2017-08-16,"WY","West",0,0,"N",586107,6,75.7,31
2017-08-17,"AK","West",0,0,"N",738432,1,58.4,61
2017-08-17,"AL","South",0,0,"N",4858979,95,64.4,50
2017-08-17,"AR","South",0,0,"N",2978204,57,64.3,46
2017-08-17,"AZ","West",0,0,"N",6828065,60,51.9,65
2017-08-17,"CA","West",1,55,"S",39144818,251,33.9,79
2017-08-17,"CO","West",0,0,"N",5456574,52,47.3,52
2017-08-17,"CT","Northeast",0,0,"N",3590886,741,42.9,56
2017-08-17,"DC","South",0,0,"N",672228,11000,4.3,69
2017-08-17,"DE","South",0,0,"N",945934,485,44,56
2017-08-17,"FL","South",0,0,"N",20271272,378,50.6,62
2017-08-17,"GA","South",0,0,"N",10214860,177,52.7,62
2017-08-17,"HI","West",0,0,"N",1431603,222,32.6,83
2017-08-17,"IA","Midwest",0,0,"N",3123899,55,55.1,27
2017-08-17,"ID","West",0,0,"N",1654930,20,68.3,34
2017-08-17,"IL","Midwest",0,0,"N",12859995,231,41,61
2017-08-17,"IN","Midwest",0,0,"N",6619680,184,60.1,37
2017-08-17,"KS","Midwest",0,0,"N",2911641,36,61.1,43
2017-08-17,"KY","South",1,50,"S",4425092,112,65.7,28
2017-08-17,"LA","South",0,0,"N",4670724,108,60.2,55
2017-08-17,"MA","Northeast",0,0,"N",6794422,871,35.3,49
2017-08-17,"MD","South",0,0,"N",6006401,618,36,66
2017-08-17,"ME","Northeast",0,0,"N",1329328,43,48.4,13
2017-08-17,"MI","Midwest",0,0,"N",9922576,175,50.1,42
2017-08-17,"MN","Midwest",0,0,"N",5489594,68,49.2,36
2017-08-17,"MO","Midwest",0,0,"N",6083672,88,59.8,36
2017-08-17,"MS","South",0,0,"N",2992333,63,59.1,54
2017-08-17,"MT","West",0,0,"N",1032949,7,61.1,26
2017-08-17,"NC","South",0,0,"N",8382993,212,51.9,56
2017-08-17,"ND","Midwest",0,0,"N",756927,10,69.8,27
2017-08-17,"NE","Midwest",0,0,"N",1896190,24,63.5,36
2017-08-17,"NH","Northeast",0,0,"N",1330608,148,49.8,18
2017-08-17,"NJ","Northeast",0,0,"N",8958013,1218,42.7,67
2017-08-17,"NM","West",0,0,"N",2085109,17,45.3,73
2017-08-17,"NV","West",0,0,"N",2890845,26,48.7,72
2017-08-17,"NY","Northeast",0,0,"N",19795791,420,38.2,70
2017-08-17,"OH","Midwest",0,0,"N",11613423,284,54.3,36
2017-08-17,"OK","South",0,0,"N",3911338,57,69.3,56
2017-08-17,"OR","West",0,0,"N",4028977,41,43.8,43
2017-08-17,"PA","Northeast",0,0,"N",12802503,286,50.4,41
2017-08-17,"RI","Northeast",0,0,"N",1056298,1021,41.7,51
2017-08-17,"SC","South",0,0,"N",4896146,162,57.5,53
2017-08-17,"SD","Midwest",0,0,"N",858469,11,66,33
2017-08-17,"TN","South",1,100,"S",6600299,160,63.6,43
2017-08-17,"TX","South",0,0,"N",27469114,105,54.7,70
2017-08-17,"UT","West",0,0,"N",2995919,36,62.4,42
2017-08-17,"VA","South",1,50,"S",10042802,206,47.2,58
2017-08-17,"VT","Northeast",0,0,"N",626042,67,34.8,13
2017-08-17,"WA","West",0,0,"N",7170351,107,41.2,53
