"time","state","region","num","vol","cat","pop","pden","vote","div"
"2014-11-11","AK","West",0,0,"N",738432,1,58.4,61
"2014-11-11","AL","South",0,0,"N",4858979,95,64.4,50
"2014-11-11","AR","South",0,0,"N",2978204,57,64.3,46
"2014-11-11","AZ","West",0,0,"N",6828065,60,51.9,65
"2014-11-11","CA","West",0,0,"N",39144818,251,33.9,79
"2014-11-11","CO","West",0,0,"N",5456574,52,47.3,52
"2014-11-11","CT","Northeast",0,0,"N",3590886,741,42.9,56
"2014-11-11","DC","South",0,0,"N",672228,11000,4.3,69
"2014-11-11","DE","South",0,0,"N",945934,485,44.0,56
"2014-11-11","FL","South",0,0,"N",20271272,378,50.6,62
"2014-11-11","GA","South",0,0,"N",10214860,177,52.7,62
"2014-11-11","HI","West",0,0,"N",1431603,222,32.6,83
"2014-11-11","IA","Midwest",0,0,"N",3123899,55,55.1,27
"2014-11-11","ID","West",0,0,"N",1654930,20,68.3,34
"2014-11-11","IL","Midwest",0,0,"N",12859995,231,41.0,61
"2014-11-11","IN","Midwest",0,0,"N",6619680,184,60.1,37
"2014-11-11","KS","Midwest",0,0,"N",2911641,36,61.1,43
"2014-11-11","KY","South",0,0,"N",4425092,112,65.7,28
"2014-11-11","LA","South",0,0,"N",4670724,108,60.2,55
"2014-11-11","MA","Northeast",0,0,"N",6794422,871,35.3,49
"2014-11-11","MD","South",0,0,"N",6006401,618,36.0,66
"2014-11-11","ME","Northeast",0,0,"N",1329328,43,48.4,13
"2014-11-11","MI","Midwest",0,0,"N",9922576,175,50.1,42
"2014-11-11","MN","Midwest",0,0,"N",5489594,68,49.2,36
"2014-11-11","MO","Midwest",0,0,"N",6083672,88,59.8,36
"2014-11-11","MS","South",0,0,"N",2992333,63,59.1,54
"2014-11-11","MT","West",0,0,"N",1032949,7,61.1,26
"2014-11-11","NC","South",0,0,"N",8382993,212,51.9,56
"2014-11-11","ND","Midwest",0,0,"N",756927,10,69.8,27
"2014-11-11","NE","Midwest",0,0,"N",1896190,24,63.5,36
"2014-11-11","NH","Northeast",0,0,"N",1330608,148,49.8,18
"2014-11-11","NJ","Northeast",0,0,"N",8958013,1218,42.7,67
"2014-11-11","NM","West",0,0,"N",2085109,17,45.3,73
"2014-11-11","NV","West",0,0,"N",2890845,26,48.7,72
"2014-11-11","NY","Northeast",0,0,"N",19795791,420,38.2,70
"2014-11-11","OH","Midwest",0,0,"N",11613423,284,54.3,36
"2014-11-11","OK","South",0,0,"N",3911338,57,69.3,56
"2014-11-11","OR","West",0,0,"N",4028977,41,43.8,43
"2014-11-11","PA","Northeast",0,0,"N",12802503,286,50.4,41
"2014-11-11","RI","Northeast",0,0,"N",1056298,1021,41.7,51
"2014-11-11","SC","South",0,0,"N",4896146,162,57.5,53
"2014-11-11","SD","Midwest",0,0,"N",858469,11,66.0,33
"2014-11-11","TN","South",0,0,"N",6600299,160,63.6,43
"2014-11-11","TX","South",0,0,"N",27469114,105,54.7,70
"2014-11-11","UT","West",0,0,"N",2995919,36,62.4,42
"2014-11-11","VA","South",1,20,"N",10042802,206,47.2,58
"2014-11-11","VT","Northeast",0,0,"N",626042,67,34.8,13
"2014-11-11","WA","West",0,0,"N",7170351,107,41.2,53
"2014-11-11","WI","Midwest",0,0,"N",5771337,106,50.4,35
"2014-11-11","WV","South",0,0,"N",1844128,76,72.2,15
"2014-11-11","WY","West",0,0,"N",586107,6,75.7,31
"2014-11-12","AK","West",0,0,"N",738432,1,58.4,61
"2014-11-12","AL","South",0,0,"N",4858979,95,64.4,50
"2014-11-12","AR","South",0,0,"N",2978204,57,64.3,46
"2014-11-12","AZ","West",0,0,"N",6828065,60,51.9,65
"2014-11-12","CA","West",0,0,"N",39144818,251,33.9,79
"2014-11-12","CO","West",0,0,"N",5456574,52,47.3,52
"2014-11-12","CT","Northeast",0,0,"N",3590886,741,42.9,56
"2014-11-12","DC","South",0,0,"N",672228,11000,4.3,69
"2014-11-12","DE","South",0,0,"N",945934,485,44.0,56
"2014-11-12","FL","South",0,0,"N",20271272,378,50.6,62
"2014-11-12","GA","South",0,0,"N",10214860,177,52.7,62
"2014-11-12","HI","West",0,0,"N",1431603,222,32.6,83
"2014-11-12","IA","Midwest",0,0,"N",3123899,55,55.1,27
"2014-11-12","ID","West",0,0,"N",1654930,20,68.3,34
"2014-11-12","IL","Midwest",0,0,"N",12859995,231,41.0,61
"2014-11-12","IN","Midwest",0,0,"N",6619680,184,60.1,37
"2014-11-12","KS","Midwest",0,0,"N",2911641,36,61.1,43
"2014-11-12","KY","South",0,0,"N",4425092,112,65.7,28
"2014-11-12","LA","South",0,0,"N",4670724,108,60.2,55
"2014-11-12","MA","Northeast",0,0,"N",6794422,871,35.3,49
"2014-11-12","MD","South",0,0,"N",6006401,618,36.0,66
"2014-11-12","ME","Northeast",0,0,"N",1329328,43,48.4,13
"2014-11-12","MI","Midwest",0,0,"N",9922576,175,50.1,42
"2014-11-12","MN","Midwest",0,0,"N",5489594,68,49.2,36
"2014-11-12","MO","Midwest",0,0,"N",6083672,88,59.8,36
"2014-11-12","MS","South",0,0,"N",2992333,63,59.1,54
"2014-11-12","MT","West",0,0,"N",1032949,7,61.1,26
"2014-11-12","NC","South",0,0,"N",8382993,212,51.9,56
"2014-11-12","ND","Midwest",0,0,"N",756927,10,69.8,27
"2014-11-12","NE","Midwest",0,0,"N",1896190,24,63.5,36
"2014-11-12","NH","Northeast",0,0,"N",1330608,148,49.8,18
"2014-11-12","NJ","Northeast",0,0,"N",8958013,1218,42.7,67
"2014-11-12","NM","West",0,0,"N",2085109,17,45.3,73
"2014-11-12","NV","West",0,0,"N",2890845,26,48.7,72
"2014-11-12","NY","Northeast",0,0,"N",19795791,420,38.2,70
"2014-11-12","OH","Midwest",0,0,"N",11613423,284,54.3,36
"2014-11-12","OK","South",0,0,"N",3911338,57,69.3,56
"2014-11-12","OR","West",0,0,"N",4028977,41,43.8,43
"2014-11-12","PA","Northeast",0,0,"N",12802503,286,50.4,41
"2014-11-12","RI","Northeast",0,0,"N",1056298,1021,41.7,51
"2014-11-12","SC","South",0,0,"N",4896146,162,57.5,53
"2014-11-12","SD","Midwest",0,0,"N",858469,11,66.0,33
"2014-11-12","TN","South",0,0,"N",6600299,160,63.6,43
"2014-11-12","TX","South",0,0,"N",27469114,105,54.7,70
"2014-11-12","UT","West",0,0,"N",2995919,36,62.4,42
"2014-11-12","VA","South",1,20,"N",10042802,206,47.2,58
"2014-11-12","VT","Northeast",0,0,"N",626042,67,34.8,13
"2014-11-12","WA","West",0,0,"N",7170351,107,41.2,53
"2014-11-12","WI","Midwest",0,0,"N",5771337,106,50.4,35
"2014-11-12","WV","South",0,0,"N",1844128,76,72.2,15
"2014-11-12","WY","West",0,0,"N",586107,6,75.7,31
"2014-11-13","AK","West",0,0,"N",738432,1,58.4,61
"2014-11-13","AL","South",0,0,"N",4858979,95,64.4,50
"2014-11-13","AR","South",0,0,"N",2978204,57,64.3,46
"2014-11-13","AZ","West",0,0,"N",6828065,60,51.9,65
"2014-11-13","CA","West",0,0,"N",39144818,251,33.9,79
"2014-11-13","CO","West",0,0,"N",5456574,52,47.3,52
"2014-11-13","CT","Northeast",0,0,"N",3590886,741,42.9,56
"2014-11-13","DC","South",0,0,"N",672228,11000,4.3,69
"2014-11-13","DE","South",0,0,"N",945934,485,44.0,56
"2014-11-13","FL","South",0,0,"N",20271272,378,50.6,62
"2014-11-13","GA","South",0,0,"N",10214860,177,52.7,62
"2014-11-13","HI","West",0,0,"N",1431603,222,32.6,83
"2014-11-13","IA","Midwest",0,0,"N",3123899,55,55.1,27
"2014-11-13","ID","West",0,0,"N",1654930,20,68.3,34
"2014-11-13","IL","Midwest",0,0,"N",12859995,231,41.0,61
"2014-11-13","IN","Midwest",0,0,"N",6619680,184,60.1,37
"2014-11-13","KS","Midwest",0,0,"N",2911641,36,61.1,43
"2014-11-13","KY","South",0,0,"N",4425092,112,65.7,28
"2014-11-13","LA","South",0,0,"N",4670724,108,60.2,55
"2014-11-13","MA","Northeast",0,0,"N",6794422,871,35.3,49
"2014-11-13","MD","South",0,0,"N",6006401,618,36.0,66
"2014-11-13","ME","Northeast",0,0,"N",1329328,43,48.4,13
"2014-11-13","MI","Midwest",0,0,"N",9922576,175,50.1,42
"2014-11-13","MN","Midwest",0,0,"N",5489594,68,49.2,36
"2014-11-13","MO","Midwest",0,0,"N",6083672,88,59.8,36
"2014-11-13","MS","South",0,0,"N",2992333,63,59.1,54
"2014-11-13","MT","West",0,0,"N",1032949,7,61.1,26
"2014-11-13","NC","South",0,0,"N",8382993,212,51.9,56
"2014-11-13","ND","Midwest",0,0,"N",756927,10,69.8,27
"2014-11-13","NE","Midwest",0,0,"N",1896190,24,63.5,36
"2014-11-13","NH","Northeast",0,0,"N",1330608,148,49.8,18
"2014-11-13","NJ","Northeast",0,0,"N",8958013,1218,42.7,67
"2014-11-13","NM","West",0,0,"N",2085109,17,45.3,73
"2014-11-13","NV","West",0,0,"N",2890845,26,48.7,72
"2014-11-13","NY","Northeast",0,0,"N",19795791,420,38.2,70
"2014-11-13","OH","Midwest",0,0,"N",11613423,284,54.3,36
"2014-11-13","OK","South",0,0,"N",3911338,57,69.3,56
"2014-11-13","OR","West",0,0,"N",4028977,41,43.8,43
"2014-11-13","PA","Northeast",0,0,"N",12802503,286,50.4,41
"2014-11-13","RI","Northeast",0,0,"N",1056298,1021,41.7,51
"2014-11-13","SC","South",0,0,"N",4896146,162,57.5,53
"2014-11-13","SD","Midwest",0,0,"N",858469,11,66.0,33
"2014-11-13","TN","South",0,0,"N",6600299,160,63.6,43
"2014-11-13","TX","South",0,0,"N",27469114,105,54.7,70
"2014-11-13","UT","West",0,0,"N",2995919,36,62.4,42
"2014-11-13","VA","South",1,20,"N",10042802,206,47.2,58
"2014-11-13","VT","Northeast",0,0,"N",626042,67,34.8,13
"2014-11-13","WA","West",0,0,"N",7170351,107,41.2,53
"2014-11-13","WI","Midwest",0,0,"N",5771337,106,50.4,35
"2014-11-13","WV","South",0,0,"N",1844128,76,72.2,15
"2014-11-13","WY","West",0,0,"N",586107,6,75.7,31
"2014-11-14","AK","West",0,0,"N",738432,1,58.4,61
"2014-11-14","AL","South",0,0,"N",4858979,95,64.4,50
"2014-11-14","AR","South",0,0,"N",2978204,57,64.3,46
"2014-11-14","AZ","West",0,0,"N",6828065,60,51.9,65
"2014-11-14","CA","West",0,0,"N",39144818,251,33.9,79
"2014-11-14","CO","West",0,0,"N",5456574,52,47.3,52
"2014-11-14","CT","Northeast",0,0,"N",3590886,741,42.9,56
"2014-11-14","DC","South",0,0,"N",672228,11000,4.3,69
"2014-11-14","DE","South",0,0,"N",945934,485,44.0,56
"2014-11-14","FL","South",0,0,"N",20271272,378,50.6,62
"2014-11-14","GA","South",0,0,"N",10214860,177,52.7,62
"2014-11-14","HI","West",0,0,"N",1431603,222,32.6,83
"2014-11-14","IA","Midwest",0,0,"N",3123899,55,55.1,27
"2014-11-14","ID","West",0,0,"N",1654930,20,68.3,34
"2014-11-14","IL","Midwest",0,0,"N",12859995,231,41.0,61
"2014-11-14","IN","Midwest",0,0,"N",6619680,184,60.1,37
"2014-11-14","KS","Midwest",0,0,"N",2911641,36,61.1,43
"2014-11-14","KY","South",0,0,"N",4425092,112,65.7,28
"2014-11-14","LA","South",0,0,"N",4670724,108,60.2,55
"2014-11-14","MA","Northeast",0,0,"N",6794422,871,35.3,49
"2014-11-14","MD","South",0,0,"N",6006401,618,36.0,66
"2014-11-14","ME","Northeast",0,0,"N",1329328,43,48.4,13
"2014-11-14","MI","Midwest",0,0,"N",9922576,175,50.1,42
"2014-11-14","MN","Midwest",0,0,"N",5489594,68,49.2,36
"2014-11-14","MO","Midwest",0,0,"N",6083672,88,59.8,36
"2014-11-14","MS","South",0,0,"N",2992333,63,59.1,54
"2014-11-14","MT","West",0,0,"N",1032949,7,61.1,26
"2014-11-14","NC","South",0,0,"N",8382993,212,51.9,56
"2014-11-14","ND","Midwest",0,0,"N",756927,10,69.8,27
"2014-11-14","NE","Midwest",0,0,"N",1896190,24,63.5,36
"2014-11-14","NH","Northeast",0,0,"N",1330608,148,49.8,18
"2014-11-14","NJ","Northeast",0,0,"N",8958013,1218,42.7,67
"2014-11-14","NM","West",0,0,"N",2085109,17,45.3,73
"2014-11-14","NV","West",0,0,"N",2890845,26,48.7,72
"2014-11-14","NY","Northeast",0,0,"N",19795791,420,38.2,70
"2014-11-14","OH","Midwest",0,0,"N",11613423,284,54.3,36
"2014-11-14","OK","South",0,0,"N",3911338,57,69.3,56
"2014-11-14","OR","West",0,0,"N",4028977,41,43.8,43
"2014-11-14","PA","Northeast",0,0,"N",12802503,286,50.4,41
"2014-11-14","RI","Northeast",0,0,"N",1056298,1021,41.7,51
"2014-11-14","SC","South",0,0,"N",4896146,162,57.5,53
"2014-11-14","SD","Midwest",0,0,"N",858469,11,66.0,33
"2014-11-14","TN","South",0,0,"N",6600299,160,63.6,43
"2014-11-14","TX","South",0,0,"N",27469114,105,54.7,70
"2014-11-14","UT","West",0,0,"N",2995919,36,62.4,42
"2014-11-14","VA","South",1,20,"N",10042802,206,47.2,58
"2014-11-14","VT","Northeast",0,0,"N",626042,67,34.8,13
"2014-11-14","WA","West",0,0,"N",7170351,107,41.2,53
"2014-11-14","WI","Midwest",0,0,"N",5771337,106,50.4,35
"2014-11-14","WV","South",0,0,"N",1844128,76,72.2,15
"2014-11-14","WY","West",0,0,"N",586107,6,75.7,31
"2014-11-15","AK","West",0,0,"N",738432,1,58.4,61
"2014-11-15","AL","South",0,0,"N",4858979,95,64.4,50
"2014-11-15","AR","South",0,0,"N",2978204,57,64.3,46
"2014-11-15","AZ","West",0,0,"N",6828065,60,51.9,65
"2014-11-15","CA","West",0,0,"N",39144818,251,33.9,79
"2014-11-15","CO","West",0,0,"N",5456574,52,47.3,52
"2014-11-15","CT","Northeast",0,0,"N",3590886,741,42.9,56
"2014-11-15","DC","South",0,0,"N",672228,11000,4.3,69
"2014-11-15","DE","South",0,0,"N",945934,485,44.0,56
"2014-11-15","FL","South",0,0,"N",20271272,378,50.6,62
"2014-11-15","GA","South",0,0,"N",10214860,177,52.7,62
"2014-11-15","HI","West",0,0,"N",1431603,222,32.6,83
"2014-11-15","IA","Midwest",0,0,"N",3123899,55,55.1,27
"2014-11-15","ID","West",0,0,"N",1654930,20,68.3,34
"2014-11-15","IL","Midwest",0,0,"N",12859995,231,41.0,61
"2014-11-15","IN","Midwest",0,0,"N",6619680,184,60.1,37
"2014-11-15","KS","Midwest",0,0,"N",2911641,36,61.1,43
"2014-11-15","KY","South",0,0,"N",4425092,112,65.7,28
"2014-11-15","LA","South",0,0,"N",4670724,108,60.2,55
"2014-11-15","MA","Northeast",0,0,"N",6794422,871,35.3,49
"2014-11-15","MD","South",0,0,"N",6006401,618,36.0,66
"2014-11-15","ME","Northeast",0,0,"N",1329328,43,48.4,13
"2014-11-15","MI","Midwest",0,0,"N",9922576,175,50.1,42
"2014-11-15","MN","Midwest",0,0,"N",5489594,68,49.2,36
"2014-11-15","MO","Midwest",0,0,"N",6083672,88,59.8,36
"2014-11-15","MS","South",0,0,"N",2992333,63,59.1,54
"2014-11-15","MT","West",0,0,"N",1032949,7,61.1,26
"2014-11-15","NC","South",0,0,"N",8382993,212,51.9,56
"2014-11-15","ND","Midwest",0,0,"N",756927,10,69.8,27
"2014-11-15","NE","Midwest",0,0,"N",1896190,24,63.5,36
"2014-11-15","NH","Northeast",0,0,"N",1330608,148,49.8,18
"2014-11-15","NJ","Northeast",0,0,"N",8958013,1218,42.7,67
"2014-11-15","NM","West",0,0,"N",2085109,17,45.3,73
"2014-11-15","NV","West",0,0,"N",2890845,26,48.7,72
"2014-11-15","NY","Northeast",0,0,"N",19795791,420,38.2,70
"2014-11-15","OH","Midwest",0,0,"N",11613423,284,54.3,36
"2014-11-15","OK","South",0,0,"N",3911338,57,69.3,56
"2014-11-15","OR","West",0,0,"N",4028977,41,43.8,43
"2014-11-15","PA","Northeast",0,0,"N",12802503,286,50.4,41
"2014-11-15","RI","Northeast",0,0,"N",1056298,1021,41.7,51
"2014-11-15","SC","South",0,0,"N",4896146,162,57.5,53
"2014-11-15","SD","Midwest",0,0,"N",858469,11,66.0,33
"2014-11-15","TN","South",0,0,"N",6600299,160,63.6,43
"2014-11-15","TX","South",0,0,"N",27469114,105,54.7,70
"2014-11-15","UT","West",0,0,"N",2995919,36,62.4,42
"2014-11-15","VA","South",1,20,"N",10042802,206,47.2,58
"2014-11-15","VT","Northeast",0,0,"N",626042,67,34.8,13
"2014-11-15","WA","West",0,0,"N",7170351,107,41.2,53
"2014-11-15","WI","Midwest",0,0,"N",5771337,106,50.4,35
"2014-11-15","WV","South",0,0,"N",1844128,76,72.2,15
"2014-11-15","WY","West",0,0,"N",586107,6,75.7,31
"2014-11-16","AK","West",0,0,"N",738432,1,58.4,61
"2014-11-16","AL","South",0,0,"N",4858979,95,64.4,50
"2014-11-16","AR","South",0,0,"N",2978204,57,64.3,46
"2014-11-16","AZ","West",0,0,"N",6828065,60,51.9,65
"2014-11-16","CA","West",0,0,"N",39144818,251,33.9,79
"2014-11-16","CO","West",0,0,"N",5456574,52,47.3,52
"2014-11-16","CT","Northeast",0,0,"N",3590886,741,42.9,56
"2014-11-16","DC","South",0,0,"N",672228,11000,4.3,69
"2014-11-16","DE","South",0,0,"N",945934,485,44.0,56
"2014-11-16","FL","South",0,0,"N",20271272,378,50.6,62
"2014-11-16","GA","South",0,0,"N",10214860,177,52.7,62
"2014-11-16","HI","West",0,0,"N",1431603,222,32.6,83
"2014-11-16","IA","Midwest",0,0,"N",3123899,55,55.1,27
"2014-11-16","ID","West",0,0,"N",1654930,20,68.3,34
"2014-11-16","IL","Midwest",0,0,"N",12859995,231,41.0,61
"2014-11-16","IN","Midwest",0,0,"N",6619680,184,60.1,37
"2014-11-16","KS","Midwest",0,0,"N",2911641,36,61.1,43
"2014-11-16","KY","South",0,0,"N",4425092,112,65.7,28
"2014-11-16","LA","South",0,0,"N",4670724,108,60.2,55
"2014-11-16","MA","Northeast",0,0,"N",6794422,871,35.3,49
"2014-11-16","MD","South",0,0,"N",6006401,618,36.0,66
"2014-11-16","ME","Northeast",0,0,"N",1329328,43,48.4,13
"2014-11-16","MI","Midwest",0,0,"N",9922576,175,50.1,42
"2014-11-16","MN","Midwest",0,0,"N",5489594,68,49.2,36
"2014-11-16","MO","Midwest",0,0,"N",6083672,88,59.8,36
"2014-11-16","MS","South",0,0,"N",2992333,63,59.1,54
"2014-11-16","MT","West",0,0,"N",1032949,7,61.1,26
"2014-11-16","NC","South",0,0,"N",8382993,212,51.9,56
"2014-11-16","ND","Midwest",0,0,"N",756927,10,69.8,27
"2014-11-16","NE","Midwest",0,0,"N",1896190,24,63.5,36
"2014-11-16","NH","Northeast",0,0,"N",1330608,148,49.8,18
"2014-11-16","NJ","Northeast",0,0,"N",8958013,1218,42.7,67
"2014-11-16","NM","West",0,0,"N",2085109,17,45.3,73
"2014-11-16","NV","West",0,0,"N",2890845,26,48.7,72
"2014-11-16","NY","Northeast",0,0,"N",19795791,420,38.2,70
"2014-11-16","OH","Midwest",0,0,"N",11613423,284,54.3,36
"2014-11-16","OK","South",0,0,"N",3911338,57,69.3,56
"2014-11-16","OR","West",0,0,"N",4028977,41,43.8,43
"2014-11-16","PA","Northeast",0,0,"N",12802503,286,50.4,41
"2014-11-16","RI","Northeast",0,0,"N",1056298,1021,41.7,51
"2014-11-16","SC","South",0,0,"N",4896146,162,57.5,53
"2014-11-16","SD","Midwest",0,0,"N",858469,11,66.0,33
"2014-11-16","TN","South",0,0,"N",6600299,160,63.6,43
"2014-11-16","TX","South",0,0,"N",27469114,105,54.7,70
"2014-11-16","UT","West",0,0,"N",2995919,36,62.4,42
"2014-11-16","VA","South",1,20,"N",10042802,206,47.2,58
"2014-11-16","VT","Northeast",0,0,"N",626042,67,34.8,13
"2014-11-16","WA","West",0,0,"N",7170351,107,41.2,53
"2014-11-16","WI","Midwest",0,0,"N",5771337,106,50.4,35
"2014-11-16","WV","South",0,0,"N",1844128,76,72.2,15
"2014-11-16","WY","West",0,0,"N",586107,6,75.7,31
"2014-11-17","AK","West",0,0,"N",738432,1,58.4,61
"2014-11-17","AL","South",0,0,"N",4858979,95,64.4,50
"2014-11-17","AR","South",0,0,"N",2978204,57,64.3,46
"2014-11-17","AZ","West",0,0,"N",6828065,60,51.9,65
"2014-11-17","CA","West",0,0,"N",39144818,251,33.9,79
"2014-11-17","CO","West",0,0,"N",5456574,52,47.3,52
"2014-11-17","CT","Northeast",0,0,"N",3590886,741,42.9,56
"2014-11-17","DC","South",0,0,"N",672228,11000,4.3,69
"2014-11-17","DE","South",0,0,"N",945934,485,44.0,56
"2014-11-17","FL","South",0,0,"N",20271272,378,50.6,62
"2014-11-17","GA","South",0,0,"N",10214860,177,52.7,62
"2014-11-17","HI","West",0,0,"N",1431603,222,32.6,83
"2014-11-17","IA","Midwest",0,0,"N",3123899,55,55.1,27
"2014-11-17","ID","West",0,0,"N",1654930,20,68.3,34
"2014-11-17","IL","Midwest",0,0,"N",12859995,231,41.0,61
"2014-11-17","IN","Midwest",0,0,"N",6619680,184,60.1,37
"2014-11-17","KS","Midwest",0,0,"N",2911641,36,61.1,43
"2014-11-17","KY","South",0,0,"N",4425092,112,65.7,28
"2014-11-17","LA","South",0,0,"N",4670724,108,60.2,55
"2014-11-17","MA","Northeast",0,0,"N",6794422,871,35.3,49
"2014-11-17","MD","South",0,0,"N",6006401,618,36.0,66
"2014-11-17","ME","Northeast",0,0,"N",1329328,43,48.4,13
"2014-11-17","MI","Midwest",0,0,"N",9922576,175,50.1,42
"2014-11-17","MN","Midwest",0,0,"N",5489594,68,49.2,36
"2014-11-17","MO","Midwest",0,0,"N",6083672,88,59.8,36
"2014-11-17","MS","South",0,0,"N",2992333,63,59.1,54
"2014-11-17","MT","West",0,0,"N",1032949,7,61.1,26
"2014-11-17","NC","South",0,0,"N",8382993,212,51.9,56
"2014-11-17","ND","Midwest",0,0,"N",756927,10,69.8,27
"2014-11-17","NE","Midwest",0,0,"N",1896190,24,63.5,36
"2014-11-17","NH","Northeast",0,0,"N",1330608,148,49.8,18
"2014-11-17","NJ","Northeast",0,0,"N",8958013,1218,42.7,67
"2014-11-17","NM","West",0,0,"N",2085109,17,45.3,73
"2014-11-17","NV","West",0,0,"N",2890845,26,48.7,72
"2014-11-17","NY","Northeast",0,0,"N",19795791,420,38.2,70
"2014-11-17","OH","Midwest",0,0,"N",11613423,284,54.3,36
"2014-11-17","OK","South",0,0,"N",3911338,57,69.3,56
"2014-11-17","OR","West",0,0,"N",4028977,41,43.8,43
"2014-11-17","PA","Northeast",0,0,"N",12802503,286,50.4,41
"2014-11-17","RI","Northeast",0,0,"N",1056298,1021,41.7,51
"2014-11-17","SC","South",0,0,"N",4896146,162,57.5,53
"2014-11-17","SD","Midwest",0,0,"N",858469,11,66.0,33
"2014-11-17","TN","South",0,0,"N",6600299,160,63.6,43
"2014-11-17","TX","South",0,0,"N",27469114,105,54.7,70
"2014-11-17","UT","West",0,0,"N",2995919,36,62.4,42
"2014-11-17","VA","South",1,20,"N",10042802,206,47.2,58
"2014-11-17","VT","Northeast",0,0,"N",626042,67,34.8,13
"2014-11-17","WA","West",0,0,"N",7170351,107,41.2,53
"2014-11-17","WI","Midwest",0,0,"N",5771337,106,50.4,35
"2014-11-17","WV","South",0,0,"N",1844128,76,72.2,15
"2014-11-17","WY","West",0,0,"N",586107,6,75.7,31
"2014-11-18","AK","West",0,0,"N",738432,1,58.4,61
"2014-11-18","AL","South",0,0,"N",4858979,95,64.4,50
"2014-11-18","AR","South",0,0,"N",2978204,57,64.3,46
"2014-11-18","AZ","West",0,0,"N",6828065,60,51.9,65
"2014-11-18","CA","West",0,0,"N",39144818,251,33.9,79
"2014-11-18","CO","West",0,0,"N",5456574,52,47.3,52
"2014-11-18","CT","Northeast",0,0,"N",3590886,741,42.9,56
"2014-11-18","DC","South",0,0,"N",672228,11000,4.3,69
"2014-11-18","DE","South",0,0,"N",945934,485,44.0,56
"2014-11-18","FL","South",0,0,"N",20271272,378,50.6,62
"2014-11-18","GA","South",0,0,"N",10214860,177,52.7,62
"2014-11-18","HI","West",0,0,"N",1431603,222,32.6,83
"2014-11-18","IA","Midwest",0,0,"N",3123899,55,55.1,27
"2014-11-18","ID","West",0,0,"N",1654930,20,68.3,34
"2014-11-18","IL","Midwest",0,0,"N",12859995,231,41.0,61
"2014-11-18","IN","Midwest",0,0,"N",6619680,184,60.1,37
"2014-11-18","KS","Midwest",0,0,"N",2911641,36,61.1,43
"2014-11-18","KY","South",0,0,"N",4425092,112,65.7,28
"2014-11-18","LA","South",0,0,"N",4670724,108,60.2,55
"2014-11-18","MA","Northeast",0,0,"N",6794422,871,35.3,49
"2014-11-18","MD","South",0,0,"N",6006401,618,36.0,66
"2014-11-18","ME","Northeast",0,0,"N",1329328,43,48.4,13
"2014-11-18","MI","Midwest",0,0,"N",9922576,175,50.1,42
"2014-11-18","MN","Midwest",0,0,"N",5489594,68,49.2,36
